Chemical use
Reporting Year,Facility ID,Facility Name,Industry,Chemical ID,Chemical Name,CAS No,Processed,Manufactured,Other Use,Released to Air,Released to Land,Released to Surface Water,Released to Disposal,Released to Recycling
"2012","114","Polytarp Products","Plastic Film and Sheet Manufacturing","25","Volatile Organic Compounds (VOCs) Total","","7724","","","7724","","","",""
"2012","508","Portlands Energy Centre","Fossil-Fuel Electric Power Generation","1","Acetaldehyde","75-07-0","0","151","0","151","0","0","0","0"
"2012","508","Portlands Energy Centre","Fossil-Fuel Electric Power Generation","14","Formaldehyde","50-00-0","0","2689","0","2689","0","0","0","0"
"2012","508","Portlands Energy Centre","Fossil-Fuel Electric Power Generation","23","Nitrogen Oxides (NOx)","11104-93-1","0","250067","0","250067","0","0","0","0"
"2012","508","Portlands Energy Centre","Fossil-Fuel Electric Power Generation","24","Particulate Matter 2.5 (PM2.5)","","0","7228","0","7228","0","0","0","0"
"2012","508","Portlands Energy Centre","Fossil-Fuel Electric Power Generation","25","Volatile Organic Compounds (VOCs) Total","","0","8051","0","8051","0","0","0","0"
"2012","23468","Precision Electronics Corporation","Measuring, Medical & Controlling Devices Mfg.","13","Dichloromethane (Methylene chloride)","75-09-2","1325","0","0","1100","0","0","0","0"
"2012","23468","Precision Electronics Corporation","Measuring, Medical & Controlling Devices Mfg.","25","Volatile Organic Compounds (VOCs) Total","","152","0","0","100","0","0","0","0"
"2012","396","Precisioneering Ltd","Laminated Plastic Plate, Sheet & Shape Mfg.","25","Volatile Organic Compounds (VOCs) Total","","95573","","","14336","","","",""
"2012","22861","Premium Auto Collision Inc","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","977","977","","","",""
"2012","415","Primo Foods Inc","Dry Pasta Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","1939","0","1939","0","0","0","0"
"2012","415","Primo Foods Inc","Dry Pasta Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","3296","0","3296","0","0","0","0"
"2012","415","Primo Foods Inc","Dry Pasta Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","107","220","327","0","0","0","0"
"2012","23159","Print Preview Ltd","Quick Printing","25","Volatile Organic Compounds (VOCs) Total","","615","0","0","615","0","0","0","0"
"2012","23476","Printer Gateway","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","","","2216","564","","","",""
"2012","22095","Prochilo Bros Auto Collision North York","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","811","767","0","0","0","0"
"2012","24551","Proden Ontario","All Other Converted Paper Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","3000","0","76","0","0","0","0"
"2012","24300","Production Paint Stripping Limited","Coating, Engraving & Heat Treating Activities","23","Nitrogen Oxides (NOx)","11104-93-1","0","906","0","906","0","0","0","0"
"2012","24300","Production Paint Stripping Limited","Coating, Engraving & Heat Treating Activities","25","Volatile Organic Compounds (VOCs) Total","","16719","50","0","16769","0","0","0","0"
"2012","348","Profile Industries Limited","Office Furniture (except Wood) Mfg.","9","Chromium, Non-Hexavalent and its compounds","","102983","","","0","","","",""
"2012","348","Profile Industries Limited","Office Furniture (except Wood) Mfg.","16","Manganese and its compounds","","154474","","","0","","","",""
"2012","348","Profile Industries Limited","Office Furniture (except Wood) Mfg.","18","Nickel and its compounds","","81918","","","0","","","",""
"2012","348","Profile Industries Limited","Office Furniture (except Wood) Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","2016","","2016","","","",""
"2012","348","Profile Industries Limited","Office Furniture (except Wood) Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","153","","153","","","",""
"2012","348","Profile Industries Limited","Office Furniture (except Wood) Mfg.","25","Volatile Organic Compounds (VOCs) Total","","20719","111","","20830","","","",""
"2012","23044","Progress Steel Fabricating And Welding Co Ltd","All Other Misc. Fabricated Metal Product Mfg.","16","Manganese and its compounds","","43","0","0","1","0","0","0","0"
"2012","23044","Progress Steel Fabricating And Welding Co Ltd","All Other Misc. Fabricated Metal Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","25","0","0","25","0","0","0","0"
"2012","24093","Progressive Anodizers Inc","All Other Misc. Fabricated Metal Product Mfg.","8","Chromium, Hexavalent and its compounds","","14","0","0","0","0","0","0","0"
"2012","24093","Progressive Anodizers Inc","All Other Misc. Fabricated Metal Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","817","0","817","0","0","0","0"
"2012","23288","Promotional Alliance Group","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","0","0","8489","1725","0","0","0","0"
"2012","598","Protech Chemicals Ltd","Paint & Coating Mfg.","9","Chromium, Non-Hexavalent and its compounds","","124","0","0","0","0","0","0","0"
"2012","598","Protech Chemicals Ltd","Paint & Coating Mfg.","18","Nickel and its compounds","","111","0","0","0","0","0","0","0"
"2012","487","Protectolite Inc","Glass Product Mfg. from Purchased Glass","23","Nitrogen Oxides (NOx)","11104-93-1","0","280","0","280","0","0","0","0"
"2012","487","Protectolite Inc","Glass Product Mfg. from Purchased Glass","25","Volatile Organic Compounds (VOCs) Total","","687","15","0","702","0","0","0","0"
"2012","22779","Proud Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","122","82","","","",""
"2012","24264","Pure Metal Galvanizing ULC","Coating, Engraving & Heat Treating Activities","23","Nitrogen Oxides (NOx)","11104-93-1","0","1116","0","1116","0","0","0","0"
"2012","24264","Pure Metal Galvanizing ULC","Coating, Engraving & Heat Treating Activities","24","Particulate Matter 2.5 (PM2.5)","","0","37","0","37","0","0","0","0"
"2012","24242","Qualified Metal Fabricators Ltd","All Other Misc. Fabricated Metal Product Mfg.","9","Chromium, Non-Hexavalent and its compounds","","175","0","0","0","0","0","0","0"
"2012","24242","Qualified Metal Fabricators Ltd","All Other Misc. Fabricated Metal Product Mfg.","16","Manganese and its compounds","","95","0","0","0","0","0","0","0"
"2012","24242","Qualified Metal Fabricators Ltd","All Other Misc. Fabricated Metal Product Mfg.","18","Nickel and its compounds","","153","0","0","0","0","0","0","0"
"2012","24242","Qualified Metal Fabricators Ltd","All Other Misc. Fabricated Metal Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","9","5829","5838","0","0","0","0"
"2012","23202","Quality Custom Shutter","All Other Misc. Wood Product Mfg.","14","Formaldehyde","50-00-0","1","0","0","0","0","0","0","0"
"2012","24983","Quality Discount Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","80","2","","","",""
"2012","430","Quality Meat Packers Limited","Animal (except Poultry) Slaughtering","23","Nitrogen Oxides (NOx)","11104-93-1","0","3344","0","3344","0","0","0","0"
"2012","430","Quality Meat Packers Limited","Animal (except Poultry) Slaughtering","24","Particulate Matter 2.5 (PM2.5)","","0","580","0","580","0","0","0","0"
"2012","430","Quality Meat Packers Limited","Animal (except Poultry) Slaughtering","25","Volatile Organic Compounds (VOCs) Total","","0","282","254","536","0","0","0","0"
"2012","23565","Quebecor Media Printing","Commercial Screen Printing","23","Nitrogen Oxides (NOx)","11104-93-1","","1975","","1975","","","",""
"2012","23565","Quebecor Media Printing","Commercial Screen Printing","24","Particulate Matter 2.5 (PM2.5)","","","107","","107","","","",""
"2012","23565","Quebecor Media Printing","Commercial Screen Printing","25","Volatile Organic Compounds (VOCs) Total","","143277","84","","35897","","","",""
"2012","22263","Queen's Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","0","0","98","0","0","0","0","0"
"2012","23287","Quick Clean Coin Laundry","Coin-Operated Laundries & Dry Cleaners","25","Volatile Organic Compounds (VOCs) Total","","0","0","805","8","0","0","0","0"
"2012","25097","R&S Door Maker LTD","All Other Misc. Wood Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","361","","361","","","",""
"2012","285","RPM Canada Company Tremco Canada Division","Paint & Coating Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","9400","","9400","","","",""
"2012","285","RPM Canada Company Tremco Canada Division","Paint & Coating Mfg.","24","Particulate Matter 2.5 (PM2.5)","","987","6640","","7627","","","",""
"2012","285","RPM Canada Company Tremco Canada Division","Paint & Coating Mfg.","25","Volatile Organic Compounds (VOCs) Total","","591833","2294","308979","7990","","","",""
"2012","266","RR Donnelley MIL","Other Printing","23","Nitrogen Oxides (NOx)","11104-93-1","0","221","0","221","0","0","0","0"
"2012","266","RR Donnelley MIL","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","0","0","32878","11299","0","0","0","0"
"2012","23192","Radison Manufacturing Company Ltd","Machine Shops","25","Volatile Organic Compounds (VOCs) Total","","811","","","811","","","",""
"2012","23926","Ram Iron And Metal Inc","Recyclable Metal Whl.","16","Manganese and its compounds","","12","","","1","","","",""
"2012","586","Ready Bake Foods Inc North York","Commercial Bakeries & Frozen Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","1519","0","1519","0","0","0","0"
"2012","586","Ready Bake Foods Inc North York","Commercial Bakeries & Frozen Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","115","0","115","0","0","0","0"
"2012","586","Ready Bake Foods Inc North York","Commercial Bakeries & Frozen Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","2575","0","2575","0","0","0","0"
"2012","499","Redpath Sugar Ltd","Sugar Mfg.","1","Acetaldehyde","75-07-0","0","166","0","166","0","0","0","0"
"2012","499","Redpath Sugar Ltd","Sugar Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","67550","0","67550","0","0","0","0"
"2012","499","Redpath Sugar Ltd","Sugar Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","5131","0","5131","0","0","0","0"
"2012","499","Redpath Sugar Ltd","Sugar Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","3113","16044","19157","0","0","0","0"
"2012","22811","Regency Plastics Co Ltd","Plastics Bag Manufacturing","24","Particulate Matter 2.5 (PM2.5)","","217","0","0","217","0","0","0","0"
"2012","22811","Regency Plastics Co Ltd","Plastics Bag Manufacturing","25","Volatile Organic Compounds (VOCs) Total","","77","0","0","77","0","0","0","0"
"2012","22267","Regency Plastics co Ltd","Plastics Bag Manufacturing","24","Particulate Matter 2.5 (PM2.5)","","118","0","0","118","0","0","0","0"
"2012","22267","Regency Plastics co Ltd","Plastics Bag Manufacturing","25","Volatile Organic Compounds (VOCs) Total","","4258","0","0","1077","0","0","0","0"
"2012","23351","Rexdale Auto Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","498","204","0","0","0","0"
"2012","23297","Riverside Cemetery And Cremation Centre","Cemeteries & Crematoria","17","Mercury and its compounds","","3","0","0","3","0","0","0","0"
"2012","23297","Riverside Cemetery And Cremation Centre","Cemeteries & Crematoria","24","Particulate Matter 2.5 (PM2.5)","","0","69","0","69","0","0","0","0"
"2012","377","Robert McCausland Limited","Glass Product Mfg. from Purchased Glass","15","Lead and its compounds","","175","0","0","0","0","0","0","0"
"2012","236","Rock Technologies","Machine Shops","18","Nickel and its compounds","","25","0","0","0","0","0","0","0"
"2012","23196","Rogers Road Autobody Ltd","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","5","0","0","0","0","0"
"2012","495","Rohm And Haas Canada LP","Paint & Coating Mfg.","1","Acetaldehyde","75-07-0","0","305","0","305","0","0","0","0"
"2012","495","Rohm And Haas Canada LP","Paint & Coating Mfg.","14","Formaldehyde","50-00-0","2347","0","0","4","0","0","0","0"
"2012","495","Rohm And Haas Canada LP","Paint & Coating Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","786","0","786","0","0","0","0"
"2012","495","Rohm And Haas Canada LP","Paint & Coating Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","47","0","47","0","0","0","0"
"2012","495","Rohm And Haas Canada LP","Paint & Coating Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","","","6464","0","0","0","0"
"2012","568","Rosedale Kitchens Inc","Other Millwork","24","Particulate Matter 2.5 (PM2.5)","","0","14","0","0","0","0","0","0"
"2012","568","Rosedale Kitchens Inc","Other Millwork","25","Volatile Organic Compounds (VOCs) Total","","1797","0","0","1797","0","0","0","0"
"2012","24229","RotoForm A Division Of Magna Powertrain Inc","MV Transmission & Power Train Parts Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","0","1550","15","0","0","0","0"
"2012","388","Royal Adhesive and Sealant Canada Ltd.","Adhesive Mfg.","17","Mercury and its compounds","","0","0","747","1","0","0","0","0"
"2012","388","Royal Adhesive and Sealant Canada Ltd.","Adhesive Mfg.","25","Volatile Organic Compounds (VOCs) Total","","31437","0","0","2968","0","0","0","0"
"2012","23201","Royal Custom Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","0","0","78","0","0","0","0","0"
"2012","24276","Royal Laser Tech Corporation","All Other Misc. Fabricated Metal Product Mfg.","9","Chromium, Non-Hexavalent and its compounds","","87002","","","","","","",""
"2012","24276","Royal Laser Tech Corporation","All Other Misc. Fabricated Metal Product Mfg.","16","Manganese and its compounds","","7889","","","","","","",""
"2012","24276","Royal Laser Tech Corporation","All Other Misc. Fabricated Metal Product Mfg.","18","Nickel and its compounds","","38053","","","","","","",""
"2012","24276","Royal Laser Tech Corporation","All Other Misc. Fabricated Metal Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","1087","","1087","","","",""
"2012","24276","Royal Laser Tech Corporation","All Other Misc. Fabricated Metal Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","226","","164","390","","","",""
"2012","22757","Ryding Auto Body","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","1339","1085","0","0","0","0"
"2012","24969","S P Flex Circuit Ltd","Computer & Peripheral Equipment Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","0","432","216","0","0","",""
"2012","23514","S&C Electric Canada Ltd","Switchgear, Relay & Industrial Control Mfg.","9","Chromium, Non-Hexavalent and its compounds","","25513","0","0","0","0","0","0","0"
"2012","23514","S&C Electric Canada Ltd","Switchgear, Relay & Industrial Control Mfg.","15","Lead and its compounds","","29","0","0","1","0","0","0","0"
"2012","23514","S&C Electric Canada Ltd","Switchgear, Relay & Industrial Control Mfg.","16","Manganese and its compounds","","3661","0","0","0","0","0","0","0"
"2012","23514","S&C Electric Canada Ltd","Switchgear, Relay & Industrial Control Mfg.","18","Nickel and its compounds","","13979","0","0","0","0","0","0","0"
"2012","23514","S&C Electric Canada Ltd","Switchgear, Relay & Industrial Control Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","321","0","321","0","0","0","0"
"2012","23514","S&C Electric Canada Ltd","Switchgear, Relay & Industrial Control Mfg.","25","Volatile Organic Compounds (VOCs) Total","","2070","18","818","2906","0","0","0","0"
"2012","24640","SA Armstrong Ltd","Pump & Compressor Mfg.","15","Lead and its compounds","","9183","0","0","4","0","0","0","0"
"2012","24640","SA Armstrong Ltd","Pump & Compressor Mfg.","16","Manganese and its compounds","","620","0","0","1","0","0","0","0"
"2012","24640","SA Armstrong Ltd","Pump & Compressor Mfg.","18","Nickel and its compounds","","350","0","0","1","0","0","0","0"
"2012","24640","SA Armstrong Ltd","Pump & Compressor Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","94","0","94","0","0","0","0"
